prenatal;CMI_binario;CMI;renda;saneamento;desemprego;analfabet;Gini;fundamental;PIB_per_capita
43.14;1;14.38053097;226.01;21.93919474;7.93;30.7;0.4924;28.71;6261.87
41.98;0;12.57861635;261.9;46.92632567;6.89;25.1;0.4978;29.7;4144.37
46.26;1;14.54545455;289.19;49.69445492;4.9;29.7;0.4796;24.11;4281.84
56.16;0;10.93439364;244.81;8.354359406;11.04;27.1;0.4576;31.33;4801.08
48.65;1;21.86840591;172.04;28.87737215;7.26;39.4;0.5787;22.93;5232.2
53.23;0;12.26044519;441.95;31.49882027;16.77;12.5;0.5586;50.94;24192.58
48.62;0;14.16724257;290.45;58.87461774;10.19;23.8;0.5944;36.59;6053.31
52.17;0;12.79317697;297.29;71.90800681;5.55;32.1;0.4989;26.92;5495.34
60.68;1;20.19785655;175.46;24.13447783;2.9;39.5;0.6031;22.8;3970.28
53.86;1;14.37908497;213.95;35.4280218;1.79;31.7;0.537;27.09;5031.52
31.72;1;26.88172043;271.82;36.68890237;9.91;33.9;0.5433;26.14;4367.3
61.73;0;13.38568624;446;20.7893616;14.61;10.6;0.532;53.66;5238.55
53.09;1;20.28218695;283.94;66.30163305;10.18;30.2;0.5351;29.22;5368.15
48.01;0;13.24503311;273.19;17.53533569;12.29;27.4;0.4872;35.19;18263.52
54.2;1;16.03420631;228.1;45.5600784;4.86;35.1;0.5374;24.73;4333.45
47.18;1;21.03365385;214.37;31.09030622;3.6;30.3;0.5067;24.02;4726.03
54.41;1;20.12491325;227.07;37.50929368;6.37;25.5;0.539;31.73;3954.11
32.3;1;25.0728863;167.93;9.942638623;7.82;26.6;0.566;36.38;4092.74
52.18;1;14.86712507;388.37;3.097303853;11.98;15.9;0.521;49.34;7724.78
58.63;0;13.73311123;540.9;75.7476325;6.7;14.9;0.5422;45.85;9538.01
55.04;1;17.11026616;199.58;11.18131868;9.01;31.3;0.4535;29.79;4903.67
47.06;1;15.41489013;282.32;60.57142857;16.23;25.2;0.5552;40.45;5107.42
60.83;0;14.17004049;267.55;56.67634253;6.01;21.8;0.5618;40.13;4281.32
56.1;1;18.7007874;228.58;13.13889691;18.45;23.9;0.463;35.2;4600.78
45.62;0;12.04013378;338.1;45.13019953;8.2;30.2;0.5582;27.11;5436.36
50.06;1;19.93166287;287.55;2.076227199;14.82;25.2;0.5405;40.06;4869.16
52.04;1;18.38529177;243.11;36.10855566;4.92;32.5;0.5266;24.47;4611.88
43.86;0;8.189262966;223.48;51.86522262;6.6;27.8;0.4822;30.97;8893.36
61.07;0;8;245.83;16.63389697;7.22;30.2;0.5049;28.56;5482.47
53.61;1;17.12145532;327.09;80.36852314;5.78;30.1;0.5069;30.96;4916.29
52.61;1;18.454039;342.86;46.26850938;7.6;26.3;0.5359;30.58;6132.5
50.86;1;17.78656126;255.97;23.40928633;2.96;25.9;0.4708;31.51;5627.36
42.62;1;15.14871605;314.35;31.76451115;16.58;21.1;0.4729;42.05;7454.85
46.21;1;19.19720768;233.2;5.488997555;7.19;25.6;0.5728;32.39;4904.04
48.53;0;12.88343558;285.16;15.44389148;8.75;29;0.4905;26.86;4193.4
77.14;1;19.04761905;1024.28;73.5042735;3;4.8;0.4605;73.03;12787.77
47.49;1;19.40639269;307.35;46.61944623;10.8;29.1;0.5106;32.95;5834.58
44.37;1;17.06700379;224.26;26.00029749;5.37;31.9;0.5172;25.02;4017.67
44.1;1;21.10157368;307.25;37.39420008;8.16;18;0.5244;43.83;9773.22
43.44;0;13.87406617;278.56;11.99554069;3.88;30.4;0.4807;23.53;4211.84
39.09;1;14.83050847;219.6;37.74566474;13.12;26.5;0.4828;39.01;4148.64
60;1;17.06569464;480.22;45.27670734;11.02;17;0.599;45.85;8809.98
52.52;0;10.65891473;274.81;33.97505751;6.89;28;0.5287;32.33;4101.67
42.7;1;14.46213845;350.73;23.2867784;15.33;16.9;0.5569;46.92;9706.81
44.24;1;19.78417266;231.61;27.94612795;3.19;25.6;0.5438;34.65;5795.98
58.18;0;12.2688478;392.96;61.18120002;10.16;22.2;0.5403;35.02;6188.51
37.98;1;16.73173452;197.33;27.41127349;4.89;38.8;0.5607;21.24;4174.6
57.21;1;27.4024024;215.05;31.36863137;7.44;31.5;0.523;28.69;5142.91
46.77;1;17.11026616;237.14;40.57591623;1.91;34.1;0.4756;27.12;5396.38
44.88;0;14.01098901;370.54;8.791319877;16.92;13.9;0.4988;48.51;11240.37
42.61;1;15.90909091;291.73;32.56006628;7.81;28.3;0.549;31.64;4129.69
52.65;1;24.79815456;179.99;14.94832973;7.39;32.4;0.6093;27.51;4753.3
41.53;0;3.194888179;286.41;43.25581395;6.87;25.3;0.5324;33.8;4850.52
42.24;0;12.55605381;346.14;33.28488372;14.56;20.3;0.5213;39.21;112791.21
53.32;1;21.05604146;230.51;16.23943467;9.74;28.7;0.5308;27.23;4950.43
49.33;1;29.01785714;268.68;80.38528897;16.89;21.9;0.4693;40.8;6321.07
37.39;1;14.29809359;214.42;24.62941847;4.22;40.7;0.5217;19.95;6522.95
35.41;1;14.89505755;386.44;1.166234728;14.12;12.1;0.6125;47.35;5557.54
47.43;0;12.25740552;253.69;7.25388601;14.45;30;0.534;30.69;5694.57
70.04;0;12.0593692;326.28;52.80572323;5.62;25.1;0.5593;29.86;4275.64
45.68;0;11.027278;297.51;13.79950495;12.41;16.7;0.5574;42.05;20169.23
42.4;1;15.11715797;245.7;9.419953596;16.61;27.1;0.4628;34.11;6024.14
49.98;1;15.35445213;566.17;26.15518125;13.48;8.7;0.5961;56.88;12968.19
48.11;1;23.15789474;237.7;20.77212163;17.6;30.9;0.5894;31.29;4642.71
64.13;1;14.3472023;238.22;41.65050636;3.94;34.5;0.4966;20.88;4578.56
52.53;1;20.39151713;331.75;59.56669277;9.95;22.8;0.58;41.9;4562.44
52.34;1;14.29275505;265.82;13.1175836;5.55;35.1;0.5035;27.7;4512.52
48.94;1;18.99196494;253.43;45.18447532;13.84;29;0.501;28.88;6721.01
55.46;1;17.85714286;226.64;42.38875878;1.51;30.3;0.5123;27.62;4888.73
60.51;1;18.11594203;258.83;46.36294991;3.17;31.2;0.5052;30.49;5268.42
60.23;1;23.39181287;203.68;60.65337497;4.18;38;0.5139;19.95;4422.25
52.38;0;8.368200837;268.31;2.275189599;8.05;23.4;0.455;32.78;4439.09
51.14;1;14.39920556;246.69;12.02749141;11.5;26.5;0.4681;32.04;10777.8
66.13;1;16.17507136;220.39;48.82352941;7.37;39.6;0.5188;21.42;4491.53
48.92;1;17.77362021;247.31;41.03278337;5.02;38.5;0.5057;22.66;4202.27
53.31;1;14.19110691;292.9;37.79280765;11.1;24.4;0.5267;36.79;11060.2
54.15;0;12.10653753;328.72;59.93455735;5.55;26;0.5094;33.35;5310.67
59.11;0;12.70983213;383.29;31.50225582;9.18;18.6;0.5282;44.82;5856.27
46.98;0;12.09889532;275.13;59.5709571;10.4;30.2;0.5139;33.25;4965.47
53.33;1;14.70588235;220.75;1.47632312;7.29;33.1;0.5063;30.95;4991.55
36.58;1;23.92065344;154.19;1.712907117;5.08;40.9;0.5438;19.49;3812.9
47.4;1;17.65225066;228.97;14.57450277;9.48;35.3;0.5489;27.75;7489.42
47.63;1;24.08026756;185.93;40.51868377;8.21;22.2;0.5992;36.82;4472.8
58;0;13.34729129;331.35;39.47000547;18.1;16.2;0.5259;43.52;5357.4
53.37;1;15.61802767;339.89;71.31818706;12.48;17.3;0.5107;44.41;7545.88
51.57;0;13.6609304;621.73;40.54645967;13.01;6.5;0.5678;61.97;8227.06
60.81;0;10.68090788;232.58;18.31207684;6.85;30.3;0.5315;32.36;4469.76
45.22;1;16.31701632;219.76;32.98877732;5.73;22.6;0.5195;37.26;8915.61
46.39;1;20.0165426;284.85;49.29620008;8.69;28;0.6209;29.35;4800.7
47.14;1;15.25885559;292.93;47.26552351;16.6;20.2;0.5175;43.45;7848.13
59.79;1;14.83679525;241.51;46.01200686;13.36;32.4;0.5336;28.9;5060.91
50.98;1;18.57282502;230.71;44.18029408;6.03;37.9;0.5724;24.28;4105.86
51.28;1;14.97797357;209.82;3.653846154;2.84;35;0.5504;24.37;4683.05
52.33;0;13.18458418;250.69;35.30571992;9.74;24.9;0.5926;34.21;5117.71
57.88;0;12.92743953;253.6;3.839461779;8.57;32.6;0.5137;29.15;4479.06
44.66;1;16.70806051;346.79;14.39757336;14.68;20.8;0.5755;40.32;5153.46
50.79;0;14.10823331;507.98;45.77150108;14.36;5.9;0.5047;64.87;7087.91
56.09;1;20.98635887;239.27;41.20441052;7.51;32.4;0.5464;28.68;6506.54
35.87;1;17.42878561;321.35;53.89920713;7.78;23.3;0.5734;37.14;5495.25
68.94;1;18.87316125;333.69;66.0289314;11.4;17.6;0.5686;41.41;21710.46
49.05;1;18.25108853;584.31;61.69309667;10.08;11.4;0.6253;52.38;10712.81
44.9;0;13.11806256;226.73;41.77553444;2.52;33.5;0.5495;23.12;4388.74
61.77;0;6.874669487;293.3;50.15943435;10.43;27.7;0.4945;31.17;5959.34
48.73;1;16.27670397;276.76;41.04518236;11.27;26.9;0.4505;30.94;5190.09
37.43;1;16.08579088;213;45.27458493;7.91;39.3;0.4877;24.64;5400.61
54.4;0;12;214.69;24.05764967;3.47;26.3;0.4924;29.71;4198.82
56.24;0;12.72273763;1109.01;54.98986732;12.21;6.9;0.6894;65.04;19530.42
52.48;1;15.81595974;304.05;41.29096656;4.94;34.4;0.516;23.35;5274.65
39.75;0;12.65432099;313.17;57.54479987;15.35;22.8;0.5205;39.21;5758.99
39.59;1;19.53311101;260.84;29.58569082;16.31;22.2;0.4512;38.14;8304.79
52.64;0;9.722222222;291.79;11.86393028;4.8;33.9;0.4626;25.3;7585.69
45.01;0;8.869179601;194.79;1.009657594;20.04;47.1;0.5265;25.14;5780.56
59.25;1;20.62235316;437.08;58.63721054;11.48;16.2;0.6006;44.64;7866.74
39.53;1;22.87348106;253.14;35.2247441;3.97;33.4;0.5614;25.78;4602.94
58.69;1;16.49746193;260.24;42.96457219;12.1;24.9;0.5168;34.82;4762.66
54;1;23.50698856;205.6;20.98696978;9.06;30.1;0.5686;26.61;4289.46
40.05;1;23.40234023;254.28;41.85907046;5.45;26.7;0.508;34.16;3578.96
48.52;1;20;492.61;85.64763043;2.24;15.1;0.4661;35.04;6614.91
61.87;1;16.9628433;173.89;3.274139845;4.84;31.8;0.5491;23.47;3980.43
60.01;1;20.75289575;264.56;37.81521184;6.74;21.8;0.554;34.74;6962.52
36.82;1;18.5546875;277.85;14.65220841;1.89;33.9;0.4668;21.43;5582.68
52.22;1;15.20912548;223.97;50.79575597;17.52;23.8;0.5206;34;3870.62
45.37;0;13.94169835;165.84;19.8929808;14.05;36.4;0.5283;25.41;3733.69
49.61;0;11.81862036;313.78;44.90756532;6.74;29;0.6094;29.11;5357.69
64.82;1;19.78417266;294.93;49.46529081;5.37;28.9;0.5075;29.07;4485.68
47.29;1;15.65120179;259.98;14.85625753;4.69;31.9;0.5734;26.34;4866.08
65.51;1;16.53868872;238.28;65.87493941;2.89;34.3;0.5461;20.73;5542.2
28.04;1;16.35372502;294.51;0.898876404;15.64;22.7;0.5846;41.39;4804.45
63.52;1;20.39302929;271.08;31.40326975;7.43;25.7;0.5502;35.31;4349.5
37.28;1;15.2972028;332.77;61.7966338;8.96;20.1;0.5428;36.02;5084.04
49.22;0;13.37971635;355.18;31.27618168;16.89;15.7;0.5173;45.57;5073.82
47.52;1;21.24645892;254.55;50.79707023;10.97;30.5;0.5566;24.95;5579.51
35.16;1;19.27320877;401.48;70.29444975;7.26;19.9;0.5714;43.56;8942.94
40;1;14.4200627;231.57;33.77123443;6.69;24.7;0.5668;35.25;4269.33
54.24;1;18.63600317;327.11;45.62107646;8.7;26.3;0.6111;35.16;5871.8
46.8;1;17.43394171;266.97;17.48077115;15.68;23.2;0.4578;35.51;7916.76
56.72;1;20.67183463;200.26;5.676410605;4.76;23.8;0.542;36.62;4552.62
62.07;0;13.40996169;236.21;27.37864078;5.73;25.8;0.5675;30.49;4391.47
49.68;0;13.16670386;362.17;55.43881688;6.91;24.2;0.5362;37.48;6109.8
56.19;0;13.4529148;268.88;68.25955734;7.64;21.3;0.5214;34.33;4282.85
49.72;1;14.39645626;218.74;38.9457523;3.8;35.8;0.5151;25.88;4384.12
49.3;1;25.02910361;203.46;12.47803163;6.1;25.3;0.4977;35.73;3951.33
40.54;0;11.24744376;283.96;1.534718323;13.42;21.9;0.5576;35.1;6654.53
42.03;0;9.350393701;418.64;37.69470405;4.42;22.3;0.4213;33.44;4676.38
52.35;1;21.06969206;223.79;37.5135722;4.98;36.4;0.5377;25.61;4766.98
66.26;1;29.93197279;235.5;45.60099133;10.16;19.9;0.4996;35.96;4780.3
49.85;0;11.8466899;310.69;47.97546821;12.07;20.1;0.5154;37.72;8280.53
43.7;1;15.13655808;448.52;77.29013255;2.74;19.7;0.4464;29.61;6249.89
50.84;0;9.743135518;262.62;18.94188596;10.92;22.6;0.4542;32.45;5481.91
38.89;1;22.49022164;333.14;34.60980563;8.51;25.7;0.5784;29.37;5401.21
55.11;0;11.76470588;385.55;17.69177609;4.3;17.3;0.5645;42.87;4611.46
53.01;1;22.91978077;168.82;25.69060773;5.1;39.2;0.621;20.32;4509.41
47.31;1;23.88059701;357.83;54.9284886;5.62;22.6;0.4688;35.54;4999.96
66.23;1;26.02739726;272.4;51.55141844;7.66;27.3;0.5274;31.49;5668.33
56.22;1;17.6056338;257.07;30.46357616;9.29;26.6;0.5493;33.18;4469.9
46.75;0;9.88700565;218.89;2.770562771;3.22;33.2;0.4512;26.33;8050.66
39.37;1;19.48051948;335.84;31.72111699;4.79;23.9;0.4645;28.87;5211.09
43.37;1;17.88170564;234.24;38.61607143;15.24;22.1;0.5108;37.61;5984.1
60.94;0;11.33116563;389.18;58.49262283;12.51;21.6;0.5537;39.76;9637.11
40.51;1;17.36972705;237.27;51.09110747;17.19;32.9;0.4999;31.04;4528.81
25.01;1;23.13071544;210.89;28.91005291;4.25;30.1;0.5667;25.81;3529.7
42.34;1;16.49484536;236.86;8.829832833;13.85;35.6;0.5381;30.02;4227.73
46.16;1;16.51004621;411.55;10.50156202;8.47;21.9;0.5589;41.89;8791.17
36.03;1;15.13647643;230.76;17.86664221;14.97;32.3;0.5172;27.97;5153.39
38.45;1;14.8409894;235.97;13.97417504;12.45;26.4;0.5362;28.98;4306.67
45.28;0;8.462623413;419.63;15.24144869;6.85;22.6;0.5576;35.17;6852.2
28.13;1;21.19460501;263.7;14.94809689;9.11;28.5;0.4951;33.64;4310.98
37.97;0;2.481389578;306.66;6.369915579;6.27;31.8;0.5609;28.29;4619.12
29.1;1;16.39344262;184.58;5.472636816;4.58;38;0.6614;19.98;4917.84
53.07;1;14.28571429;253.04;60.54462935;14.98;25.9;0.5251;36.32;6364.82
54.32;1;24.29543246;214.53;33.81759483;7.54;40;0.4304;19.33;4145.94
41.29;1;18.76955162;257.03;0.104202848;7.92;39.7;0.5954;22.06;4218.96
39.22;1;20.82300446;218.17;6.413693545;14.63;33.5;0.5038;30.6;4200.62
37.43;0;11.34215501;241.48;54.49640288;13.34;32.7;0.4785;28.26;4275.37
29.49;1;21.8047635;202.89;14.49766462;24.13;27;0.4882;34.67;4132.54
30.57;1;14.19213974;177.37;6.50887574;5.84;39.4;0.5815;21.94;3742.67
28.37;1;25.58139535;182.07;3.404255319;4.16;40.3;0.6032;17.98;3450.16
49.78;1;17.46724891;246.99;51.95180723;10.61;31.9;0.5017;31.77;4891.72
32.81;1;23.59550562;196.83;0;3.56;28.6;0.5463;25.27;3315.48
36.62;0;7.824726135;218.26;0.857908847;2.19;35.1;0.522;30.54;4488.28
44.48;0;10.03344482;201.97;1.475025142;2.06;39.8;0.5216;21.23;3285.4
27.78;1;21.02272727;236.92;66.76157935;10.77;34;0.5406;22.6;5591.44
36.08;1;16.87763713;293.98;13.63636364;13.4;29.2;0.5025;32.2;4075.13
27.24;1;18.24590504;306.1;12.8875969;10.75;21.5;0.5408;38.85;10340.74
33.38;1;18.51851852;193.89;0.375234522;2.46;41.5;0.5318;22.78;3656.06
36.8;1;20.42132416;323.91;68.48691695;12.11;23.4;0.538;34.27;6512.15
33.49;1;21.07728337;188.89;0.305498982;2.84;38;0.5548;22.53;3469.45
36.71;1;20.0927357;194.71;0.720720721;4.41;40.1;0.5124;21.87;3266.95
34.59;1;17.5257732;190.47;1.020228672;2.83;38.3;0.5351;22.64;3611.5
48.12;1;15.45253863;240.72;0.499168053;14.01;31.4;0.5;29.53;8509.27
49.65;1;14.70588235;210.32;45.33459001;12.38;32.6;0.4796;24.37;4170.53
36.73;1;17.4438108;174.57;1.068923282;8.13;34.5;0.5873;24.28;3521.79
47.31;1;16.74808095;190.82;57.29116369;7.81;37.5;0.5345;21.3;3986.23
38.07;1;16.86746988;238.75;2.38162345;5.42;37.2;0.5725;25.43;3705.76
30.84;1;17.31399158;249.21;2.439413265;4.87;35.8;0.663;26.92;6156.65
44.72;1;19.44444444;177.26;1.814470401;3.86;39.3;0.6782;16.42;3272.4
34.72;0;10.3626943;229.8;1.012292119;7.34;27;0.5015;30.7;5883.95
41.61;1;14.49275362;217.52;23.22274882;10.35;31;0.47;24.72;4694.77
37.18;0;14.1025641;259.18;3.462117411;11.82;27.7;0.5178;29.87;4385.28
28.86;1;21.81208054;216.88;0.143678161;8.54;37;0.4854;30.46;4508.55
38.22;0;13.80042463;195.83;0.957919945;11.19;28.2;0.4746;26.8;9668.67
34.51;1;21.46464646;184.4;2.357207616;6.61;38;0.506;21.9;3472.35
31.15;0;11.53846154;281.79;0.444839858;6.41;30;0.5381;28.21;6069.82
42.13;1;20.38682697;298.53;0.22019503;8.69;32.9;0.5691;29.04;4657.65
39.38;1;15.85288523;223.18;1.503759398;3.22;36.2;0.5269;27.59;3774.03
38.11;1;16.04584527;225.86;0.442282176;8.23;34.7;0.564;28.19;3334.6
51.05;1;16.51639981;773.26;30.6919313;12.01;11.3;0.6378;57.88;12987.53
40.24;1;25.26847757;267.72;2.12724434;7.39;34.6;0.549;26.78;4351.87
21.09;1;21.52499088;251.04;24.8776509;7.78;29.1;0.5385;32.6;4521.79
42.65;1;27.83964365;228.15;0.33632287;6.48;28.4;0.5798;28.73;3731.32
45.23;1;16.58255227;415.94;9.644002302;11.55;20.9;0.6112;41.43;16513.75
41.08;1;22.17936355;292.46;66.2392044;8.78;28.9;0.4927;28.94;4494.92
50;1;25.21008403;228.61;13.19845857;9.33;28.1;0.4801;28.47;4409.63
35.1;1;22.1402214;185.12;10.30351438;1.62;38.8;0.5747;20.49;3170.06
39.97;1;17.5664096;216.1;1;16.31;29.9;0.4809;31.35;4767.17
45.01;1;17.4563591;248.03;19.08692288;17.89;31.4;0.5022;29.82;4372.53
40.98;1;19.60784314;227.33;0;7.27;41.9;0.5411;23.38;4627.05
29.65;1;27.23146747;176.01;0.235849057;14.19;36.7;0.4931;25.64;3708.81
54.37;1;21.04097453;230.14;55.33202486;14.53;30.1;0.4894;26.05;4609.53
34.59;1;24.48979592;234.6;34.87290763;9.53;35.5;0.5525;23.51;4664.23
33.12;1;15.41521631;270.05;0.785101333;6.97;29.8;0.5576;28.43;4294.83
37.84;1;19.65601966;206.71;11.78133836;6.98;36.5;0.5503;20.12;3975.55
34.08;0;6.726457399;150.58;0.38491147;1.58;40.9;0.592;21.25;3941.5
40.73;1;15.53829079;193.31;0.655624569;6.38;37.6;0.5611;17.84;3633.08
45.01;1;15.96806387;225.24;0.16943409;6.85;31.3;0.5564;29.52;3308.95
31.95;0;12.44813278;178.97;4.009433962;8.15;36.5;0.604;29.89;3370.63
42.7;1;14.82047364;385.01;6.241127809;8.18;22.9;0.5745;38.26;5921.35
24.05;1;17.39886907;220.9;3.554970375;8.31;29.9;0.5714;35.62;3928.83
37.58;1;32.63157895;210.07;1.733436055;3.36;29.4;0.5042;23.26;3364.79
38.68;1;17.94616152;322.47;0.424028269;11.7;23.9;0.5398;35.91;4949.34
42.09;0;12.82051282;190.71;2.789699571;9.48;32.4;0.4939;26.14;4676.48
60.48;1;14.70588235;245.82;3.172348485;10.77;30.1;0.5291;33.01;3667.56
35.1;0;13.27668614;328.36;11.9300819;12.44;23.1;0.5658;40.55;5886.06
29.8;1;17.56668835;220.91;9.141750914;13.43;30.1;0.5334;32.67;4544.6
58.51;1;14.5631068;282.27;9.216642104;15.53;25;0.5349;36.12;6152.23
49.08;1;27.52293578;291.68;0.265251989;9.33;37.5;0.5868;27.2;5461.8
59.56;1;17.93721973;254.98;46.03478261;6.96;30.4;0.6126;31.11;3484.58
35.07;1;19.39487975;160.42;0.901171523;6.13;33.3;0.6395;24.59;3127.31
56.11;0;12.76935355;251.38;7.206928549;10.76;26.4;0.4872;33.99;5777.95
36.1;1;14.63414634;232.55;0.269420745;4.67;31.4;0.5372;24.78;4436.28
32.06;1;17.08898055;189.13;27.96543598;13.59;34.5;0.6208;29.04;4889.98
47.1;0;13.69863014;221.24;12.02258386;5.32;31.1;0.5358;26.28;4213.98
46.18;1;16.83003514;358.04;20.35350249;16.63;17;0.4988;43.53;6405.56
31.09;1;17.19197708;198.27;5.93220339;14.11;37.2;0.4703;21.02;6265.77
51.22;0;13.93728223;290.94;2.454642476;14.32;23.3;0.4928;32.01;9030.95
38.65;1;20.41274114;288.98;3.148488392;8.67;28.5;0.6244;33.34;4901.94
54.3;0;10.30927835;185.7;4.414382342;6.73;39.7;0.5044;22.76;4968.01
40.3;1;18.65671642;213.32;5.211190346;7.05;34.3;0.6251;30.66;4167.27
41.38;1;20.31176193;280.89;58.63351936;10.01;30.4;0.4915;29.43;7018.58
25.96;1;16.61962998;187.57;0.575519371;4.44;35.1;0.581;24.14;3255.77
31.83;1;20.35236938;242.58;2.989130435;12.55;33.3;0.506;27.76;6746.34
34.25;0;12.67860737;345.09;50.57766367;20.23;19.9;0.5254;40.36;11169.39
50.86;0;9.560229446;235.11;1.228249744;11.72;28.2;0.4896;35.15;4612.74
30.19;1;18.5607294;223.22;0.531412376;9.81;34.8;0.5522;25.69;4296.23
55.98;0;9.756097561;368.62;56.23855611;13.49;17.9;0.5312;49.92;4289.58
35.48;1;23.86634845;156.77;2.402105956;1.25;35.3;0.5498;24.54;3062.9
38.79;1;21.55172414;214.11;2.159090909;4.71;38.4;0.5067;25.08;3738.09
45.63;0;13.62229102;213.58;1.787057938;4.25;37;0.5169;22.88;3894.7
47.89;1;15.73604061;240.71;40.50755521;14.03;27.4;0.5223;30.52;5220.19
24.38;1;19.3143409;176.7;2.241161616;3.83;44.9;0.6452;22.13;3028.77
52.57;1;16.18384852;298.45;61.99623352;11.7;31.2;0.5469;31.32;6091.34
39.87;0;12.0950324;240.44;19.02198295;16.78;31.8;0.6128;33.79;4072.6
52.06;1;20.6185567;274.02;17.00879765;7.47;22.8;0.5102;41.92;6535.61
36.78;0;11.18421053;269.57;29.09911416;9.62;27.8;0.5542;30.15;5738.95
56.51;1;16.24284939;1022.07;72.2065218;10.71;6.6;0.6341;67.7;15322.61
29.49;0;12.46105919;242.23;0.878081729;6.95;27.8;0.5104;30.59;5458.75
61.96;1;14.78494624;292.52;3.545019574;9.53;25.3;0.4841;29.36;5534.91
47.07;1;14.2923006;397.3;26.70172363;14.78;12.8;0.6002;46.89;9859.49
33.92;1;16.24815362;294.25;0.567788395;9.3;23.1;0.5081;34.52;6573.24
29.01;1;20.92050209;194.86;0.789733465;11.62;31.4;0.52;27.99;5827.31
72.02;1;16.62049861;389.86;12.82298496;3.75;27.5;0.5433;31.48;6008.52
32.66;1;17.72151899;247.57;3.256704981;3.39;32;0.5254;31.29;6080.76
45.62;1;16.87065829;259.97;43.35250879;11.32;30.8;0.5584;29.07;53745.97
34.19;1;23.0045312;309.91;2.397995705;14.84;22.9;0.5563;36.77;12487.68
57.67;1;14.80165779;290.02;4.362529591;6.75;34.2;0.4961;26.47;9815.67
46.92;1;15.95358956;377.89;63.8161411;22.39;12.7;0.5589;46.61;29652.63
57.29;1;18.22916667;346.7;28.7403903;8.2;20.9;0.5338;40.09;6087.91
26.22;1;19.44792974;228.22;1.095826533;7.69;28.8;0.5002;25.99;5870.5
65.37;1;15.56420233;282.36;7.020547945;3.91;25.2;0.4877;34.97;6293.39
52;1;15;275.96;12.19512195;12.81;23.5;0.3997;41.01;27007.89
41.93;1;14.65070574;385.38;9.396452304;14.07;17.6;0.5383;44.59;15983
28.47;0;9.111617312;232.12;22.44623656;15.98;29.4;0.485;31.31;6591.25
61.6;1;15.12605042;379.95;5.500883169;6.85;26.7;0.4907;26.43;15818.39
27.7;1;26.08695652;225.64;12.87713841;4.45;30;0.6244;26.56;6216.01
53.69;1;24.63054187;342.66;37.07482993;21.24;14;0.5612;48.56;5659.92
25.92;1;19.5599022;247.13;22.6035503;6.99;30.2;0.5784;28.26;6230.18
36.49;1;20.4865557;185.63;12.12950296;10.09;23.3;0.5833;32.06;4985.68
18.37;0;13.79310345;219.1;0.630676085;5.37;24.1;0.5328;33.39;5730.51
70.6;1;15.29093369;433.11;48.69822713;5.45;21.9;0.5312;36.54;9480.11
29.38;1;18.45342707;249.38;39.69516871;6.42;29.4;0.5091;26.11;5372.45
32.36;1;14.54545455;273.39;25.54278416;4.74;29.1;0.4814;32.2;6308.02
27.5;1;15.39538139;230.94;19.45116054;17.88;25.7;0.5081;32.89;14727.4
52.88;0;13.66906475;287.84;5.456907752;12.03;19.4;0.5114;43.35;20410.12
33.73;1;21.18644068;244.4;1.897689769;7.76;30.8;0.4979;29.28;7258
40.11;1;15.46029515;357.94;16.25262548;6.67;24.5;0.5069;35.86;7377.95
43.1;1;17.57322176;275.29;23.40086831;18.18;14;0.5351;47.12;35711.42
72.45;1;22.44897959;281.47;24.03499743;3.66;32.3;0.4323;29.19;5421.32
44.48;1;17.44186047;258.83;6.135629709;12.27;23.2;0.4686;37.36;6293.15
72.42;1;15.60874089;307.48;2.867585044;3.59;25;0.4563;28.55;5061.75
40.75;0;13.01005322;302.76;55.58810275;18.12;17.3;0.4994;41.48;10331.66
64.74;0;9.009009009;324.71;26.95852535;2.19;26.6;0.4443;23.94;5171.99
34.29;1;16.82692308;213.62;28.83131202;8.8;33.5;0.5692;27.72;5884.52
53.48;1;21.39037433;284.12;2.260702261;8.83;24;0.4923;39.37;6851.08
25.95;1;17.25377426;277.28;10.91480173;16.45;22.8;0.5692;39.62;7810.8
65.69;0;13.79310345;262.71;40.93364198;3.67;36;0.5539;26.51;7106.01
34.97;1;16.53196179;310.09;31.4654238;5.91;26.2;0.528;32.05;9471.09
40.83;1;17.507724;287.16;4.688574178;8.8;27.7;0.5211;33.06;6318.59
50.55;1;15.31728665;257.96;13.51045789;5.76;26.9;0.5;36.75;5819.94
40.8;1;16.58001967;358.22;50.26918494;14.5;10.6;0.498;49.89;11222.43
29.16;1;15.29636711;190.68;0.283366393;7.81;30.1;0.5862;31.6;11128.6
68.86;0;0;331.92;4.482758621;9.81;26.3;0.5372;34.48;6752.97
47.13;1;15.92356688;271.83;1.587301587;6.6;26;0.5223;33.35;4858.88
62.22;1;14.37371663;292.99;13.68301026;5.54;30.6;0.4268;31.33;6648.76
48.58;1;14.2118863;254.06;10.55004509;9.51;18.7;0.5428;37.05;6180.25
38.71;1;23.09384164;197.86;26.30972204;6.42;35.5;0.6019;22.6;5137.33
42.91;1;14.55696203;261.68;41.74668496;5.82;29;0.5172;23.55;5341.4
28.27;1;20.90592334;219.28;35.65534966;8.22;29.1;0.5727;31.07;6053.52
50.49;1;16.82905226;390.62;69.03521825;10.62;18.3;0.5529;47.75;10073.7
33.15;0;13.15789474;207.85;2.602821379;2.51;29.8;0.4864;22.53;5053.9
40.22;1;17.67955801;309.68;53.80479735;19.58;16.6;0.5069;44.95;12123.55
