prenatal;CMI_binario;CMI;renda;saneamento;desemprego;analfabet;Gini;fundamental;PIB_per_capita
67.64;0;0;213.89;0.534759358;8.22;33.1;0.4992;29.51;4772.04
24.1;1;16.06425703;292.71;12.27272727;14.19;25.8;0.4677;38.09;4387
44.78;0;12.72264631;232.63;44.44444444;15.06;32.2;0.5237;26.43;4297.83
74.05;1;18.10500905;386.68;70.54557442;6.89;16.3;0.4533;45.48;6291.3
46.98;0;11.60092807;236.42;0.54517134;8.25;27.1;0.5232;29.86;5476.87
46.71;1;21.11801242;258.3;59.02391091;11.14;32.2;0.5156;31.81;4455.9
42.64;0;10.15228426;237.92;5.693950178;15.7;29;0.4094;31.57;5572.77
59.83;0;9.888751545;326.35;4.612850082;9.05;28.3;0.5253;36.99;4964.05
41.81;0;13.93728223;239.78;0.762195122;16.1;27;0.4524;32.09;4791.85
87.56;1;14.42091032;499.05;40.88645418;7.58;17.6;0.5547;45.1;8127.89
36.61;1;16.94915254;206.95;0.664451827;10.84;24.9;0.4813;30.43;6610.56
42.49;0;10.3626943;215.3;0.302114804;1.78;23.1;0.5633;28.68;5567.92
48.41;0;11.36363636;286.67;39.02561527;8.25;27.4;0.5196;28.51;5255.87
37.6;1;15.00441306;257.19;35.7442348;13.07;29.6;0.5296;27.92;5006.66
42.96;1;16.2962963;389.39;33.3246888;19.1;21.1;0.5743;36.65;10644.48
48.25;0;0;259.42;4.166666667;15.57;27.5;0.5007;35.5;5586.9
37.51;0;9.483667018;258.72;1.012206014;7.49;29.2;0.5724;32.9;4231.84
52.01;0;6.688963211;295.32;0.093896714;7.93;22.5;0.5269;36.57;4630.16
25.29;1;20.58823529;255.05;0.069396253;13.22;28.6;0.5555;31.34;27165.79
36.65;1;17.39130435;239.99;13.12824957;6.96;31.9;0.5721;28.89;4725.04
39.46;1;14.26307448;193.38;0.743840074;7.72;27.5;0.5414;30.33;5218.71
82.69;1;21.97802198;309.4;10.82283173;6.91;23.2;0.457;36.84;5506.39
43.48;1;17.39130435;299.22;0.524109015;14.9;23;0.4982;43.19;5192.77
61.57;1;20.66115702;230.19;43.02963776;25.04;26.4;0.4888;30.83;4743.64
78.09;1;15.43209877;236.56;4.408163265;12.26;28;0.4975;31.54;5435.97
37.71;0;8.333333333;259.35;56.8255688;18.99;28.3;0.5411;33.71;4726.84
77.5;1;21.875;260.4;7.871485944;12.8;31;0.4724;33.97;4697.25
35.18;0;13.02931596;366.1;1.18694362;7.46;22.1;0.537;37.97;8925.37
64.18;0;4.975124378;240.36;0.103199174;12.01;28.4;0.5127;35;4949.03
48.66;0;13.26981967;318.64;78.93516184;9.63;23.7;0.5302;42.56;5344.92
56.14;1;30.69053708;250.66;41.90758587;9.39;28.5;0.5614;30.01;4840.38
83.65;1;25.1572327;325.17;64.3153527;5.8;20.7;0.4068;36.92;6846.1
53.44;1;15.45018647;318.35;20.15382201;10.02;28.4;0.5841;34.75;5290.77
48.95;1;16.87763713;229.91;1.259445844;18.79;33.4;0.5461;25.96;7769.74
60.34;0;11.17318436;208;54.62512171;5.61;27;0.4955;36;4713.27
77.68;1;49.10714286;308.77;0.897308076;6.65;30.8;0.4494;31.82;10024.14
79.12;0;12.04819277;297.59;0.172413793;8.26;26.6;0.4137;36.69;5120.96
46.34;0;9.651162791;359.96;41.1721402;11.84;13.6;0.46;47.57;10880.31
69.81;0;13.47708895;376.57;4.132680805;3.91;20.4;0.4708;43.08;5975.02
39.41;0;11.07325383;322.8;1.796462635;11.01;25.4;0.576;35.81;6545.4
45.62;0;6.564551422;259.62;27.19628878;8.4;26.4;0.5203;36.06;4510.9
71.95;0;8.130081301;404.12;66.2358643;3.1;14.4;0.4476;47.03;7594.29
52.5;0;8.31702544;281.95;0.451321728;7.34;28.8;0.5399;33.32;5054.9
39.58;1;17.208413;256.38;0.273099681;7.33;26.2;0.5106;32.22;5580.69
35.57;0;11.47396293;298.77;56.99138502;12.85;22.2;0.4835;38.57;6321.88
33.5;0;9.708737864;284.36;1.567034243;11.56;30.1;0.5254;28.53;4976.51
46.21;1;15.625;306.66;52.61410788;9.05;29.3;0.5232;31.26;5422.78
35.55;0;10.81916538;266;26.41025641;7.04;29.9;0.4925;29.5;4324.94
69.38;1;27.100271;320.93;50.02760906;2.69;23.4;0.5533;38.48;4636.93
33.8;0;8.450704225;203.09;0.582901554;6.37;29.5;0.5003;32.5;4767.15
57.39;1;14.49275362;224.57;1.247600768;11.48;28.5;0.4493;31.58;5505.03
44.87;0;11.93317422;242.24;2.462121212;10.93;34.5;0.5432;33.25;3859.77
35.11;1;15.22359657;280.62;0.394406597;9.83;24.2;0.5085;36.81;6186.16
68.08;1;21.15384615;288.56;56.62482566;2.59;26;0.4273;30.22;5183.86
42.26;0;9.920634921;239.33;1.346801347;5.25;28.9;0.5228;30.66;5643.09
59.92;1;15.56420233;249.53;0.218658892;7.86;26.6;0.5046;29.37;4506.07
57.74;0;11.0619469;285.55;3.072463768;11;27.5;0.5288;34.55;5153.14
51.13;1;17.63224181;213.34;0.420462509;9.74;29.4;0.4636;31.18;4714.56
62.11;0;5.263157895;276.79;0.579710145;7.31;24.2;0.4838;32.07;5624.79
31.67;1;14.75595914;233.25;0.91954023;7.7;34.1;0.4581;29.49;6414.17
50.3;0;7.819287576;263.83;58.37173579;10.19;25.9;0.5298;34.51;5387.26
75.16;0;10.24327785;276.13;25.91062711;6.5;26.7;0.4613;27;4690.36
70.17;0;12.06896552;256.17;3.244646334;4.18;21.6;0.484;41.22;5154.94
46.73;0;7.882882883;466.52;13.56721515;7.78;20.4;0.6049;38.82;7096.08
73.04;1;17.39130435;361.23;42.07407407;2.66;24.8;0.3684;42.25;5896.99
40.34;0;14.01664477;262.51;9.633375474;6.82;29.6;0.5189;30.23;6777.5
38.26;1;22.50803859;276.42;0.872410033;7.99;28.5;0.4653;35.51;5269.29
58.77;0;12.83880171;304.32;0.160153748;7.41;25.1;0.5145;34.01;5844.66
39.92;0;12.21995927;229.97;0.593952484;7.14;28.8;0.5467;34.07;6910.48
44.72;0;8.333333333;287.25;13.45407503;10.93;30.5;0.4831;37.16;4995.16
62.31;0;7.462686567;177.88;2.470461869;13.81;33;0.508;26.17;4480.1
50.96;0;5.995203837;254.33;2.169981917;3.48;31.4;0.4292;33.41;4712.05
76.09;0;7.246376812;245.16;72.97297297;14.58;24;0.4773;33.69;5562.55
47.09;1;19.41747573;250.27;0.873362445;18.9;24.6;0.4617;36.94;5618.99
43.79;1;19.6969697;230.14;25.20515826;4.34;27;0.5452;30.31;4051.68
61.62;1;16.80672269;406.5;18.26401447;4.24;37.8;0.6543;25.7;4429.39
52.32;1;18.71657754;274.85;45.94358462;9.62;34.8;0.5506;27.09;4331.18
56.84;1;17.62917933;270.35;33.69525212;6.67;27.5;0.5372;28.24;5784.71
53.77;0;9.760425909;278.59;3.988062941;6.52;34.3;0.5312;29.1;4068.98
65.69;0;13.79310345;243.49;4.345047923;3.2;29.9;0.4806;27.44;4803.68
64.43;1;35.57312253;217.19;13.81872214;6.96;30.1;0.4732;24.37;5075.08
49.25;1;16.52039236;229.9;2.37193542;12.85;26.7;0.4653;31.33;13273.24
59.55;1;26.13636364;305.07;29.83044531;6.74;26.2;0.5327;32.12;4531.3
68.87;0;9.433962264;220.16;10.37735849;9.83;21.5;0.5035;35.63;4938.61
49.91;0;10.84990958;270.45;3.896692343;8.66;28.5;0.5148;27.44;4475.93
51.76;0;8.115419297;228.6;10.39168665;5.32;40.7;0.5333;23.56;6182.94
50.81;1;23.20185615;273.09;51.24009205;4.2;38.3;0.5461;22.8;3919.32
49.93;1;15.68894952;235.34;39.14209115;5.88;37.9;0.5302;26.81;4451.9
45.38;0;12.83950617;318.63;34.34200158;6.66;30.3;0.5495;30.94;4915.15
46.67;0;5.555555556;270.57;42.21311475;6.21;33.8;0.4622;28.84;4987.34
74.28;1;17.27447217;280.77;53.66478729;5.49;26.4;0.4917;29.68;4187.72
53.91;0;13.36005344;221.87;22.0807969;5.78;33.9;0.5825;23.79;4088.99
64.8;1;18.69158879;330.82;46.83301344;7.72;25;0.5386;31.3;5067.54
56.52;0;10.86956522;229.06;0.811068702;9.38;24.5;0.5838;35.04;5175.18
75.6;1;16.82847896;232.82;8.92074199;6.16;35.4;0.6055;26.58;4952.33
82.11;0;12.77955272;196.65;30.69230769;6.83;26.7;0.5349;27.28;4510.42
61.86;1;18.6440678;210.98;4.915324246;5.57;31.5;0.4981;26.28;4346.47
69.46;0;14.11290323;231.72;51.7298974;4.73;37.7;0.5195;25.69;4438.68
61.42;1;15.98173516;299.3;5.878750765;0.8;23.2;0.4553;24.99;4762.73
43.89;1;17.71313364;365.92;17.49838906;11.71;15.8;0.4806;44.74;7006.07
74.54;0;10.01669449;251.94;77.86407767;8.2;33.7;0.5062;30.04;4885.97
49.04;1;16.985138;237.04;43.94710071;8.73;38.6;0.4742;28.31;4322.67
77.97;1;20.33898305;209.01;0.125156446;5.43;30.6;0.5529;28.33;4306.81
47.92;1;14.66992665;268.47;4.356568365;7.08;26.8;0.4612;33.11;4205.55
69.31;0;12.06896552;313.36;7.803468208;5.16;14;0.419;40.73;14435.02
41.98;1;23.58490566;299.82;0.572246066;12.85;24.6;0.5054;29.89;4660.55
17.68;0;6.097560976;256.69;20.48909451;4.46;29.5;0.4556;31.68;4597.94
50.35;1;18.20020222;263.02;46.05498036;4.17;29.1;0.5271;29.92;4361.95
57.2;1;15.33333333;315.57;51.82361426;5.83;22.1;0.4611;35.37;6220.6
62.28;0;12.65822785;283.03;28.9017341;5.56;32;0.5277;31.58;4363.92
50.5;0;10.05025126;230.36;50.53763441;5.69;32.6;0.5088;26.03;6031.45
55.18;0;8.7890625;284.1;62.79966933;6.94;30.5;0.4772;29.2;4405.37
31.09;0;6.302521008;263.97;8.43373494;19.79;26.2;0.4735;34.03;4461.06
59.95;1;15.80246914;256.49;4.28072754;12.24;23.9;0.4895;35.88;16390.64
65.21;1;18.04123711;282.05;27.98408488;7;18;0.4622;33.74;4985.8
60.96;1;14.64657185;958.75;15.22501461;11.46;11.5;0.7047;57.18;42470.48
40.03;1;21.9941349;297.16;10.66615325;8.61;26;0.5077;27.44;4936.71
57.87;1;25.53191489;246.25;36.85741998;3.73;26.9;0.4954;32.22;4639.49
59.58;1;15.06276151;244.61;10.93003042;6.89;39.5;0.5284;23.07;4106.44
37.7;1;18.91891892;179.42;23.3960177;7.9;38.2;0.5374;24.21;3842.52
64.42;0;12.77372263;292.83;51.19047619;7.9;33.6;0.5167;30.05;4676.47
55.02;1;21.92476344;507.21;48.29561896;6.28;17.6;0.5637;43.84;7900.75
76.81;0;11.40684411;200.53;8.373786408;1.62;34;0.5033;24.04;5357.75
50.93;0;8;260.62;4.815032296;9.18;35.4;0.4738;28.03;4939.38
46.33;1;22.93577982;240.78;17.93214863;6.18;30.7;0.4648;24.9;4588.4
54.18;1;16.44079094;616.19;79.4201266;10.7;11.1;0.5859;56.71;11258.25
51.83;1;21.50537634;189.95;5.338809035;21.23;39.2;0.5152;23.1;4755.54
63.91;1;24.4648318;295;13.01427372;2.52;18.7;0.4541;27.76;5155.34
49.34;0;0;208.8;16.10169492;1.91;28;0.4764;34.01;5118.32
61.19;1;19.12045889;167.49;30.50847458;2.75;42.2;0.5814;18.28;4484.34
47.79;1;19.33701657;248.32;17.06197399;10.8;35.9;0.5192;26.94;4486.02
65.9;1;15.625;367.92;37.57141121;7.96;22.8;0.5046;36.97;5660
69.09;0;12.98701299;368.03;19.63882619;1.64;22.6;0.5686;35.17;7904.99
31.68;1;16.8324407;281.13;19.01408451;9.14;32.6;0.5623;32.47;4587.79
55.93;1;23.11248074;281.8;36.48863035;7.38;30.2;0.4842;28.63;5275.26
53.79;0;13.65638767;307.92;0.691921813;8.01;20.2;0.5399;35.54;14897
60.24;0;12.19512195;257.44;35.25033829;2.87;27.4;0.4997;30.44;6196.12
39.55;1;15.38461538;284.56;51.39048495;8.18;32.2;0.5217;29.61;4368.64
47.17;0;9.433962264;303.92;32.99319728;4.83;22.8;0.4901;35.47;5863.87
43;0;13.11953353;215.09;15.32968341;9.08;32.2;0.4351;24.04;5225.57
68.4;0;11.15241636;232.17;20.67094228;9.54;27.3;0.4936;27.69;4275.52
57.69;0;13.22199026;282.63;12.54046686;4.9;30.7;0.5146;30.1;4661.21
54.83;0;7.285974499;264.95;3.898840885;14.19;33.8;0.4912;26.45;4238.1
48.84;0;6.976744186;213.31;0.2891845;14.57;39.8;0.4839;23.39;5940.78
41.11;1;16.16628176;211.27;0.4778157;4.04;40.3;0.5271;21.08;5510.95
46.84;0;12.65822785;361.37;11.2654321;11.41;35.3;0.5969;31.91;4496.55
68.99;0;13.96648045;180.02;0.218023256;3.59;39.5;0.4986;19.85;4073.66
50.15;1;18.46153846;243.75;37.28373702;4.15;24.1;0.5473;31.37;4410.42
60.47;0;3.95256917;250.99;19.75982533;5.02;27.1;0.4755;24.89;4295.22
41.84;1;29.88505747;257.39;16.32653061;10.91;29.9;0.564;34.19;4279.49
61.05;1;15.11627907;205.71;10.99458728;4.67;38.3;0.5459;27.93;4186.73
61.4;0;14.03508772;259.21;21.7877095;5;30.4;0.5231;27.78;5877.54
61.57;0;7.843137255;248.27;48.5958486;9.11;29.5;0.4662;32.61;5221.05
70.5;1;14.56664239;316.48;56.46916566;8.62;24.6;0.5416;33.24;7304.9
50.94;1;17.8197065;232.41;9.298029557;4.87;30.8;0.5213;25.01;4273.42
77.66;0;5.319148936;399.88;62.91666667;3.22;28;0.5756;33.26;4872.5
54.48;0;13.43283582;166.5;1.480484522;4.2;31.9;0.5641;19.46;4275.74
70.44;0;12.84109149;418.2;60.47871031;8.57;18.6;0.5373;45.81;7783.97
54.8;1;15.65762004;229.71;3.514211886;5.97;36.5;0.4586;25.62;4487.2
72.09;1;32.55813953;283.28;24.73460722;5.44;20.8;0.4618;41.28;5401.07
52.94;0;10.23017903;239;5.675368899;6.48;38.3;0.5405;29;4220.93
36.87;1;17.50291715;206.73;25.39573297;3.65;28.8;0.5208;28.79;3798.8
54.23;1;15.81027668;278.14;4.263862333;9.12;35.1;0.5013;28.22;4727.8
42.5;0;12.98701299;316.72;28.70730074;8.31;26.8;0.5022;38.17;5416.63
38.14;1;19.72504483;345.69;59.49564134;10.66;23.4;0.5072;36.55;5512.17
46.84;0;12.490242;229.54;10.47797954;10.28;32.5;0.49;26.17;6992.34
53.05;1;14.37125749;240.02;18.62433862;9.56;36.1;0.4989;25.42;5727.06
58.89;0;13.67365542;243.93;3.723797781;7.92;32.9;0.5499;24.66;4687.4
40.67;1;14.92537313;287.84;35.78547698;8.37;28.2;0.5118;28.79;4735.27
59.14;0;13.30280799;934.74;56.82325468;9.74;7.7;0.6287;64.94;13552.71
49.52;0;12.7388535;226.82;9.282121628;5.29;37;0.4906;26.98;4100.01
65;1;30.12820513;250.78;48.9622852;4.17;25.2;0.5131;27.54;4462.12
70.02;1;16.15798923;277.46;59.84168865;6.63;20.9;0.4814;38.07;4266.58
52.97;1;15.4185022;229.17;5.85399449;9.34;34.4;0.5403;26.24;5292.38
42.15;0;13.59516616;244.02;13.00184162;4.86;33.6;0.5185;25.13;3981.02
55.86;0;0;219.91;17.26235741;5.78;33.8;0.4543;26.98;4841.65
63.47;1;16.52892562;225.06;8.944213923;8.75;32.5;0.5308;26.19;5614.83
57.51;1;15.59020045;374.11;25.69637883;6.5;20.9;0.5561;34.58;4719.31
58.8;0;8;212.37;11.72413793;20.74;32.3;0.4533;19.41;5024.95
58.83;1;34.60837887;204.74;13.70533529;3.13;21.7;0.5106;29.4;4314.2
71.48;0;3.802281369;232.47;35.41666667;4.07;31.3;0.4282;29.13;4261.84
40.89;0;9.643201543;284.13;0.87040619;9.93;26.5;0.5625;29.65;6721.87
56.9;0;13.79310345;200.34;42.31096007;8.82;31.6;0.5019;27.87;4463.14
53.75;0;5.167958656;375.02;74.75609756;9.73;27;0.5824;33.7;4535.01
48.08;1;15.39250898;295.25;3.166363872;12.88;29;0.5411;31.22;7158.5
43.47;1;18.80530973;221.8;13.82724479;3.61;33.3;0.5345;26.01;3819.42
56.63;0;11.93633952;206.03;0.147058824;4.64;32.8;0.5192;24.89;4549.52
57.36;0;11.37171286;241.08;0.490351155;9.78;34.9;0.4766;25.46;4643.4
49.79;0;8.438818565;289.61;14.59521095;9.02;27.2;0.5174;34.85;4339.26
50.79;1;19.93704092;243.34;14.81972428;6.8;29.2;0.4654;23.54;4290.75
53;0;10.68090788;210.63;2.709611452;13.45;27.5;0.501;27.76;8679.37
58.92;0;8.108108108;216.92;10.65140845;4.29;32.7;0.4411;20.67;5379.21
60.94;0;5.208333333;252.04;30.31988873;6.63;38.9;0.4691;23.07;4585.21
62.61;1;27.77777778;224.2;21.14695341;6.04;28.2;0.5226;29.05;4413.82
55.56;1;16.02564103;224.33;0.3870611;11.04;32.1;0.504;30.68;4984.54
73.09;1;15.69506726;235.79;35.43252595;3.36;25.2;0.4751;29.99;4396.6
52.65;1;26.45502646;290.34;52.94567712;6.76;28.1;0.5487;27.98;4382.42
49.02;1;16.47160815;385.58;55.33811475;4.55;26;0.5788;35.8;6148.78
40.31;0;8.486562942;237.9;3.386744355;12.66;34.1;0.4982;26.01;4429.62
51.87;1;14.26024955;196.49;6.247806248;4.64;37.7;0.5442;24.48;4530.04
51.5;1;26.21722846;211.29;16.77725118;5.6;31.8;0.5196;26.37;4405.62
59.64;1;16.56804734;284.04;0.505529226;5.48;29;0.5212;33.08;4239.39
58.43;1;17.64705882;253.4;19.39140811;10.46;31.9;0.5274;29.25;4312.24
84.96;0;4.06504065;269.15;59.46564885;1.74;24.3;0.4587;31.21;4829.73
44.01;1;14.31127013;216.59;36.27556512;5.46;32.1;0.5557;28.74;4310.44
56.17;1;25.53191489;210.84;35.8829084;10.72;16.1;0.509;37.45;4764.1
52.03;1;24.3902439;296.64;1.912858661;5.55;22.3;0.483;39.73;5107.67
49.66;0;6.802721088;296.06;10.69651741;5.32;21.1;0.4991;27.14;7630.03
57.06;0;11.76470588;266.6;55.50595238;7.59;27;0.5123;36.41;5990.84
63.62;1;15.12045105;501.53;84.24607711;8.4;18;0.563;49.06;6881.09
72;0;8.571428571;306.47;25.62234366;3.8;30.8;0.4969;27.32;5026.77
43.3;0;13.74570447;214.66;32.45967742;19.14;24.7;0.5077;36.16;4615.81
83.78;0;11.45038168;266.69;38.99062081;5.69;26.7;0.4945;26.28;4582.74
58.9;0;8.860759494;268.38;7.611050921;10.09;28.3;0.5399;29.71;10111.49
58.26;0;11.9266055;312.13;41.94107452;8.12;26.9;0.5427;39.22;5385.55
83.34;0;13.24041812;314.39;59.7866078;5.61;24.6;0.5281;32.83;4639.86
44.9;1;16.26898048;224.86;9.477329975;9.05;30.7;0.4997;29.45;4385.99
56.41;1;15.17241379;256.53;8.333333333;6.49;34.6;0.5897;26.64;4881.87
66.59;1;14.52784504;216.67;16.98245614;3.71;33.6;0.4416;24.48;4695.58
58.83;0;9.090909091;260.5;48.02721088;9.95;28.5;0.5303;34.13;4376.49
38.85;1;16.07501674;222.76;0.829787234;6.64;26.3;0.5106;30.53;5545.79
70.73;1;15.47779273;250.94;30.24277941;8.59;24.7;0.4651;29.71;4492.48
61.26;1;24.02402402;184.74;13.52169526;2.45;38.5;0.4921;25.72;4040.76
61.83;1;20.74688797;288.94;35.63605729;4.47;23.8;0.4605;32.7;4818.97
83.76;0;10.91901729;380.11;55.89566717;7.47;26.3;0.537;35.77;5727.28
49.32;0;13.51351351;270.21;0.174367916;6.91;23.1;0.4389;34.64;5019.26
77.29;1;18.31501832;330.11;55.3025266;6.51;24.7;0.4803;34.53;4391.69
56.27;1;21.05263158;275.03;9.414965986;4.2;21;0.4575;36.48;4721.34
62.84;1;16.76154333;284.91;35.41423571;8.09;20.5;0.4687;33.98;5432.97
49.62;0;0;264.87;34.65116279;13.33;24.9;0.4638;36.52;5395.9
48.94;1;18.40490798;314.97;53.82923415;6.06;29.6;0.5586;29.67;4513.52
50.36;0;9.546539379;209.47;1.160092807;5.27;41.5;0.5268;22.23;4584.12
72.34;1;21.27659574;188.44;21.82795699;3.48;32;0.5183;29.13;4705.44
54.33;1;26.66666667;258.1;0.312744332;7.7;34.6;0.5016;26.3;4845.99
43.01;1;14.33691756;224.46;0;4;32.1;0.4975;25.53;5002.11
50.52;0;0;268.82;37.8435518;5.91;23.9;0.4377;32.16;6273.78
45.06;1;17.51592357;238.51;34.51685393;4.85;33.9;0.4431;26.79;4106.77
51.69;0;12.92307692;257.73;12.58867925;10.58;26.9;0.5092;34.96;6501.86
45.25;1;19.01140684;215.33;15.56948798;5.25;28;0.4661;27.91;4127.11
48.27;0;9.049773756;213.73;0.537938845;7.68;39.7;0.512;25.09;3917.21
53.71;1;15.23809524;195.19;4.756637168;1.45;35.8;0.4846;20.28;4469.76
44.33;1;17.24137931;288.27;27.40232313;3.95;28.1;0.4592;32.1;4574.2
58.04;1;21.79836512;272.83;23.91826923;13.68;25;0.505;33.07;4623.9
21;1;16.66666667;204.34;0.759219089;13.82;32.5;0.5333;31.9;4036.74
78.89;1;21.10552764;371.44;82.74753044;7.68;19;0.5184;45.85;5236.71
41.1;0;10.47120419;164.07;5.035460993;5.77;37.1;0.5484;24.1;4352.69
41.68;0;10.26694045;271.25;12.38142786;7.23;33.7;0.4896;31.72;4321.62
63.52;0;12.57861635;248.64;0.666666667;2.27;32.4;0.4374;36.18;4755.94
43.57;0;12.55193141;316.84;7.699874799;11.31;20;0.476;41.25;10363.04
67.3;0;6.289308176;304.14;46.99367089;6.91;27.5;0.5973;31.3;5200.53
67.46;1;17.75147929;271.99;0;4.31;26.1;0.4681;28.19;5132.66
66.35;1;15.15807709;324.59;58.03243755;2.65;32;0.4802;24.56;6243.59
81.93;1;16.80672269;284.97;37.94829024;6.58;30.9;0.4655;29.94;4964.52
59.79;0;10.30927835;335.44;34.30962343;4.55;21.5;0.4803;24.49;5087.01
74.14;1;17.24137931;253.28;25.81818182;6.05;37;0.457;22.01;5128.37
60;0;8.695652174;257.69;13.54581673;4.75;31.2;0.4525;25.73;4829.41
61.25;0;6.920415225;370.52;44.52887538;5.52;19.7;0.5335;33.88;5256.46
49.08;1;39.87730061;206.6;27.47404844;2.21;33.7;0.5166;25.48;4296.04
51.65;0;6.932409012;216.25;17.73975687;5.52;42.1;0.4949;22.22;4367.97
25.44;1;17.61252446;237.04;0.136986301;3.35;32.2;0.4469;27.12;3984.56
53.53;0;11.76470588;233.72;28.42835131;2.56;31.3;0.4501;28.4;5485.37
50.61;0;12.22493888;208.99;0.065359477;4.46;36.4;0.5136;23.34;4342.53
41.04;0;13.55421687;318.76;49.28292047;6.83;23.7;0.5023;28.23;4941.2
50.21;0;12.34567901;221.09;0;4.55;29.5;0.4548;26.84;4290.47
67.16;0;7.380073801;238.8;31.89557321;7.1;24;0.4846;30.82;4380.24
86.72;0;0;221.9;8.767772512;16.06;27;0.465;29.94;5900.4
82.53;1;17.46724891;300.72;65.78483245;2.75;27;0.4348;35.84;5119.66
63.31;1;14.38848921;230.31;38.90214797;3.17;22.9;0.4903;21;4255.38
63.97;0;8.787346221;367.29;73.61466326;6.33;25.1;0.5267;38.06;4975.71
42.71;0;13.72212693;195.93;32.26170333;2.97;38.6;0.4897;25.25;4143.67
60.96;0;5.037783375;259.18;26.752;6.87;25.1;0.4873;29.24;4243.64
49.8;1;23.52941176;261.83;32.75862069;7.46;26.6;0.4681;28.6;4878.51
45.02;0;14.01988274;255.96;15.2798574;13.09;29.9;0.5176;30.74;5228.5
73.97;1;18.75732708;212.63;0.228832952;6.52;25.4;0.481;27.5;3743.97
64.77;0;12.36093943;326.9;18.2284041;6.61;19.3;0.4863;35.21;5168.65
68.97;1;14.77832512;277.35;5.357142857;7.82;32.2;0.4996;36.52;4811.68
43.88;1;33.75527426;233.07;33.1010453;5.87;28.2;0.4792;31.86;4478.32
49.79;0;4.166666667;265.71;23.84860921;5.31;31;0.4902;26.03;5173.68
58.26;0;10.86956522;218.91;9.213615023;4.59;41;0.5151;24.43;5527.52
78.13;0;8.522727273;245.69;42.56809339;4.67;27.3;0.4742;35.38;5796.71
58.79;0;9.157509158;207.86;0.049236829;7.09;33.9;0.4921;27.48;4654.86
50.16;0;10.34320639;308.93;5.878519291;7.11;28.7;0.5773;30.37;4459.66
56.48;1;16.08579088;325.74;53.28763646;5.23;19.8;0.5216;35.07;5483.86
56.93;0;11.23595506;218.02;19.36887922;2.02;27.8;0.4987;25.83;4789.45
54.48;1;18.86792453;435.22;64.31544125;9.75;22.5;0.5475;41.13;8910.92
69.29;1;23.17880795;336.03;23.55154251;8.03;23.3;0.5055;35.19;4910.89
58.97;0;5.494505495;190.69;10.24748647;9.81;31.9;0.4933;26.69;4013.15
57.16;1;21.10091743;264.55;55.96891924;7.98;26.5;0.4917;27.84;4379.35
55.1;1;18.90359168;256.72;22.91886196;6.44;30;0.5317;27.65;4285.5
53.08;1;21.32701422;265.43;32.22583063;6.21;23.6;0.5611;38.63;4606.33
72.98;0;8.064516129;268.85;0.393184797;6.13;28.6;0.4288;30.57;4944
53.06;0;14.01050788;290.15;22.90524667;7.52;28;0.4869;33.24;4171.21
71.36;1;15.29051988;352.95;55.97365945;6.16;27.1;0.5482;36.72;5142.17
59.84;1;14.17322835;231.02;30.9076982;3.95;35.5;0.5487;32.56;4563.38
73.78;1;30.48780488;375.21;67.5879397;5.76;14.8;0.4078;49.67;5966.61
53.82;0;7.272727273;225.95;1.483050847;9.19;37.4;0.4526;24.9;3909.15
52.02;1;15.15151515;270.46;53.20417288;7.85;23.8;0.4361;35.87;4997
47.06;0;13.98401826;376.6;33.90077475;17.97;9.9;0.4676;52.7;8977.72
51.77;1;19.40820872;378.68;69.18904009;7.59;20.5;0.5762;41.15;5634.93
34.76;1;15.24390244;228.6;13.06553911;6.2;24.4;0.5333;30.52;4579.23
46.93;1;17.0990566;279.24;61.985155;6.46;31.3;0.5072;29.46;5536.94
43.4;1;17.56311745;189.69;33.67399741;21.19;32;0.503;30.18;4347.49
33.09;1;24.51433858;234.76;27.78805252;6.55;39.3;0.5922;24.02;4429.57
48.63;0;11.9047619;271.87;45.84855125;5.52;26.1;0.4997;30.12;4608.82
49.06;1;17.09963828;257.08;44.52434166;16.68;25.8;0.5148;32.25;5012.84
48.03;1;21.25984252;252.59;52.15602837;4.67;33.2;0.521;28.41;4184.45
51.28;0;9.334889148;282.41;41.91093117;10.89;31.5;0.503;28.81;5149.56
56.86;0;11.87335092;246.68;44.56304203;4.27;33;0.5898;30.04;4125.18
45.99;1;15.56886228;230.93;5.224963716;22.89;23.1;0.4599;33.53;3548.17
46.84;1;21.97422918;314.53;40.33674608;5.4;24.8;0.5653;31.82;5351.51
71.03;1;17.38821859;446.09;83.27047146;10.86;16.8;0.597;46.94;6045.07
48.67;0;13.81509033;251.54;64.56904265;8.32;34.5;0.5252;31.37;4027.14
30.37;1;18.89723013;238.12;34.88505747;17.93;20.7;0.575;39.3;4940.36
57.02;0;10.11378003;224.72;40.50758075;9.38;31.6;0.4714;31.04;4064.2
39.8;1;17.28276524;347.18;35.76976698;7.26;20;0.6285;43.13;5165.68
47.25;1;16.16978272;366.02;70.62454939;9.3;23.7;0.5181;37.04;10832.77
36.08;1;24.47869447;219.54;22.56797583;3.59;31.5;0.553;24.67;4053.66
56.52;1;15.6447136;343.39;68.84268381;9.17;27.1;0.536;31.5;5746.81
61.6;1;23.96006656;232.17;23.12352743;6.07;27.2;0.5523;31.08;4765.93
40.53;1;19.29969672;299.93;54.49442644;8.04;32.1;0.6288;28.21;6826.71
58.69;0;12.6002291;240.38;12.75407435;5.63;28.1;0.4957;33.2;4953.56
49.35;1;16.9857937;250.49;61.96909411;11.34;32.3;0.5673;27.32;5412.18
